name,datetime,tempmax,tempmin,temp,humidity,precip,windspeed,cloudcover,uvindex
"Dhaka, Bangladesh",2025-01-01,66.1,59,61.8,89.1,0,9.2,69.1,7
"Dhaka, Bangladesh",2025-01-02,60.2,57.2,58.5,92.2,0,9.2,83.8,7
"Dhaka, Bangladesh",2025-01-03,62.8,56.9,59.7,90.6,0,6.9,93.7,7
"Dhaka, Bangladesh",2025-01-04,72.5,55.4,64.4,82.9,0,5.8,49.6,7
"Dhaka, Bangladesh",2025-01-05,82.4,59,69.2,75.6,0,8.1,52.6,7
"Dhaka, Bangladesh",2025-01-06,84,60.8,71.8,71.6,0,6.9,40.2,7
"Dhaka, Bangladesh",2025-01-07,78.9,62.6,70.4,66.7,0,9.2,19.6,7
"Dhaka, Bangladesh",2025-01-08,69.8,60.8,64.4,78.7,0,10.3,53.1,6
"Dhaka, Bangladesh",2025-01-09,72.7,57.2,64,69.6,0,9.2,20.4,7
"Dhaka, Bangladesh",2025-01-10,77,55.4,65.7,64.1,0,5.8,4.2,7
"Dhaka, Bangladesh",2025-01-11,80,55.4,67.2,63.9,0,5.8,22,7
"Dhaka, Bangladesh",2025-01-12,82.4,58.7,69.8,61,0,5.8,16.2,7
"Dhaka, Bangladesh",2025-01-13,79.4,59,69.8,63.2,0,6.9,2.7,7
"Dhaka, Bangladesh",2025-01-14,79.7,60.8,69.9,64,0,8.1,20.8,7
"Dhaka, Bangladesh",2025-01-15,79.7,60.8,69.2,66.8,0,8.1,31.5,7
"Dhaka, Bangladesh",2025-01-16,81.7,59,69.4,66.8,0,6.9,25.2,7
"Dhaka, Bangladesh",2025-01-17,81.3,60.8,70.6,63.2,0,9.2,8,7
"Dhaka, Bangladesh",2025-01-18,80,60.8,69.8,66.4,0,8.1,9,7
"Dhaka, Bangladesh",2025-01-19,77.7,60.8,68.3,58.3,0,8.1,0,7
"Dhaka, Bangladesh",2025-01-20,76.4,59,66.8,65.7,0,5.8,5.1,7
"Dhaka, Bangladesh",2025-01-21,75.4,57.2,66.5,71.5,0,9.2,25.9,7
"Dhaka, Bangladesh",2025-01-22,76.1,59,66.7,83.6,0,6.9,30.8,7
"Dhaka, Bangladesh",2025-01-23,71.7,57.2,63.7,79.8,0,6.9,34.3,7
"Dhaka, Bangladesh",2025-01-24,73.5,57.2,63.6,81.9,0,4.7,21.6,7
"Dhaka, Bangladesh",2025-01-25,77.2,60.8,67.7,65.6,0,8.1,20.9,5
"Dhaka, Bangladesh",2025-01-26,75.9,57.2,66.8,65.8,0,8.1,18.9,8
"Dhaka, Bangladesh",2025-01-27,75.9,59,67.1,70.4,0,6.9,14.3,7
"Dhaka, Bangladesh",2025-01-28,79.5,59,68,60.3,0,6.9,15.2,7
"Dhaka, Bangladesh",2025-01-29,80,59,68.4,56.9,0,5.8,2,8
"Dhaka, Bangladesh",2025-01-30,79,60.8,70.4,70.9,0.084,11.4,36,6
"Dhaka, Bangladesh",2025-01-31,81.2,69.8,74,82.1,0.068,9.2,56.4,5
"Dhaka, Bangladesh",2025-02-01,80.8,66.2,73.4,80.8,0.036,6.9,48.8,7
"Dhaka, Bangladesh",2025-02-02,82.6,66.2,73.7,76,0,6.9,32.7,7
"Dhaka, Bangladesh",2025-02-03,83,65.9,72.4,67.9,0,9.2,31.3,8
"Dhaka, Bangladesh",2025-02-04,79.9,60.8,70.6,59.9,0,6.9,5,8
"Dhaka, Bangladesh",2025-02-05,82.6,64.4,72.4,66.4,0,5.8,24.8,8
"Dhaka, Bangladesh",2025-02-06,84.9,64.4,73.8,61.5,0,8.1,12.4,8
"Dhaka, Bangladesh",2025-02-07,79.7,59,70.2,44.9,0,8.1,0,8
"Dhaka, Bangladesh",2025-02-08,79.9,60.8,69.3,44.2,0,9.2,6.4,8
"Dhaka, Bangladesh",2025-02-09,78.6,59,68.9,49.7,0,8.1,5,8
"Dhaka, Bangladesh",2025-02-10,83,59,70.2,57.4,0,8.1,18.4,8
"Dhaka, Bangladesh",2025-02-11,84,64.4,72.6,68.3,0.008,8.1,27.5,7
"Dhaka, Bangladesh",2025-02-12,83.5,67.9,74.8,75.5,0.012,6.9,43.4,7
"Dhaka, Bangladesh",2025-02-13,85.4,71.6,77.1,69.9,0,8.1,27.1,8
"Dhaka, Bangladesh",2025-02-14,82.2,64.4,72.6,48.4,0,9.2,4.7,8
"Dhaka, Bangladesh",2025-02-15,83.3,61.5,72.1,44.5,0,8.1,11.4,8
"Dhaka, Bangladesh",2025-02-16,86.4,62.6,73.8,54.8,0,6.9,6.3,8
"Dhaka, Bangladesh",2025-02-17,86.4,66.2,76,66,0.004,5.8,25.7,8
"Dhaka, Bangladesh",2025-02-18,85.4,69.8,76.9,71.7,0.111,6.9,24.1,8
"Dhaka, Bangladesh",2025-02-19,87.3,68.9,77.3,59.7,0.008,9.2,27.5,7
"Dhaka, Bangladesh",2025-02-20,86.6,68.1,76.8,60.8,0.008,5.8,46.6,8
"Dhaka, Bangladesh",2025-02-21,87.1,69.7,77.4,62.9,0,6.9,22.9,8
"Dhaka, Bangladesh",2025-02-22,84.3,68,74.8,69.7,0.059,11.8,47.8,8
"Dhaka, Bangladesh",2025-02-23,84.2,68,73.8,67.1,0.012,17.2,65.2,7
"Dhaka, Bangladesh",2025-02-24,87.1,66.2,75.2,56,0,6.9,21.4,8
"Dhaka, Bangladesh",2025-02-25,86,66.1,76.6,51.9,0,8.1,48.9,8
"Dhaka, Bangladesh",2025-02-26,87.2,64.8,75.7,47.8,0,85.2,23.6,9
"Dhaka, Bangladesh",2025-02-27,86,66.2,76.2,50.1,0,8.1,19.7,9
"Dhaka, Bangladesh",2025-02-28,86.7,69.4,77.1,57.1,0,4.7,30.1,8
"Dhaka, Bangladesh",2025-03-01,90.2,68,79,63.8,0,9.2,34.1,8
"Dhaka, Bangladesh",2025-03-02,90.2,73.4,80.9,58.8,0,9.2,11.7,8
"Dhaka, Bangladesh",2025-03-03,89.6,74.1,80.9,46.4,0,11.4,32.7,6
"Dhaka, Bangladesh",2025-03-04,89.5,69.5,79.6,36.9,0,8.1,12.1,9
"Dhaka, Bangladesh",2025-03-05,87.6,71.6,79.1,35.5,0,10.3,5.6,8
"Dhaka, Bangladesh",2025-03-06,86.7,63.2,76.3,39.7,0,9.2,2.8,9
"Dhaka, Bangladesh",2025-03-07,84.9,64.4,74.9,41.3,0,9.2,10.4,9
"Dhaka, Bangladesh",2025-03-08,89.6,66.6,78.1,45.6,0,10.3,12.1,9
"Dhaka, Bangladesh",2025-03-09,90.7,71.6,80.3,60.8,0,5.8,28,9
"Dhaka, Bangladesh",2025-03-10,91.4,72.6,81.4,56.2,0,5.8,17.1,9
"Dhaka, Bangladesh",2025-03-11,92.5,74.1,82.3,47.5,0,11.4,20.1,9
"Dhaka, Bangladesh",2025-03-12,93.1,73.4,82.5,44.2,0,8.1,12,8
"Dhaka, Bangladesh",2025-03-13,93.6,75.2,83.3,67.4,0,11.4,23.5,8
"Dhaka, Bangladesh",2025-03-14,92.5,78.5,83.9,69.5,0,10.3,50.2,9
"Dhaka, Bangladesh",2025-03-15,93.8,78.8,84.9,68.9,0,11.4,38.8,8
"Dhaka, Bangladesh",2025-03-16,95.7,78.8,85.6,65.7,0.237,8.1,47.5,9
"Dhaka, Bangladesh",2025-03-17,95,78.8,83.8,60.5,0.115,11.4,49.1,8
"Dhaka, Bangladesh",2025-03-18,92.6,77,84,47.5,0,10.3,27.1,9
"Dhaka, Bangladesh",2025-03-19,94.4,73.1,84.2,41.7,0,8.1,6.5,9
"Dhaka, Bangladesh",2025-03-20,84.8,77,80.4,76.3,0,9.2,55.6,9
"Dhaka, Bangladesh",2025-03-21,84.2,75.2,78.8,64.3,0.004,11.4,87.5,7
"Dhaka, Bangladesh",2025-03-22,78.9,72.7,75.4,69.1,0.028,8.1,71.2,4
"Dhaka, Bangladesh",2025-03-23,87.7,68.2,78,54.6,0,9.2,50.8,9
"Dhaka, Bangladesh",2025-03-24,90.7,70.9,80,47.1,0,10.3,10.3,9
"Dhaka, Bangladesh",2025-03-25,91.3,69.8,80.6,46.3,0,9.2,0,9
"Dhaka, Bangladesh",2025-03-26,93.8,71.4,83.3,47.1,0,6.9,7.2,9
"Dhaka, Bangladesh",2025-03-27,95.8,77.1,86,54.8,0,9.2,21.6,8
"Dhaka, Bangladesh",2025-03-28,100.1,76.7,87,59.6,0,11.4,4.2,9
"Dhaka, Bangladesh",2025-03-29,99.1,78.9,87.7,53.9,0,10.3,0,9
"Dhaka, Bangladesh",2025-03-30,97.4,80.7,87.3,51.4,0,9.2,19.8,9
"Dhaka, Bangladesh",2025-03-31,95.6,80.3,86.7,58.2,0.004,9.2,48.6,9
"Dhaka, Bangladesh",2025-04-01,93.3,78.9,85.5,60.1,0.008,9.2,71.1,8
"Dhaka, Bangladesh",2025-04-02,93.1,78.9,85.4,58.5,0.004,9.2,65.5,8
"Dhaka, Bangladesh",2025-04-03,96.9,78.9,87.5,54.6,0.004,10.3,45,9
"Dhaka, Bangladesh",2025-04-04,94,71.7,85.8,55.6,0.031,6.9,61.4,7
"Dhaka, Bangladesh",2025-04-05,97,69.9,85.2,56.6,0.016,34.4,61.2,9
"Dhaka, Bangladesh",2025-04-06,95.8,78.9,86.1,62.2,0.04,11.4,64,9
"Dhaka, Bangladesh",2025-04-07,94.9,72.6,82.8,56.5,0,13.9,51.2,9
"Dhaka, Bangladesh",2025-04-08,91.9,78.9,85.5,60.6,0,11.4,58.2,9
"Dhaka, Bangladesh",2025-04-09,94.7,78.3,85.7,58.4,0.004,6.9,54.6,8
"Dhaka, Bangladesh",2025-04-10,95.9,75.3,83.8,58,0.008,11.9,57.2,8
"Dhaka, Bangladesh",2025-04-11,93.1,73.5,82.3,62.7,0.06,10.3,65.5,9
"Dhaka, Bangladesh",2025-04-12,93.3,78.9,85.3,63.2,0.059,9.2,64.8,8
"Dhaka, Bangladesh",2025-04-13,94.1,78.9,85.1,58.8,0.02,12.8,28.7,9
"Dhaka, Bangladesh",2025-04-14,95.1,78.9,86.8,55.8,0.012,9.2,46.1,9
"Dhaka, Bangladesh",2025-04-15,94,75.3,84.4,59.9,0.131,15,60.8,9
"Dhaka, Bangladesh",2025-04-16,93.3,73.2,81.3,70.5,0.473,15,66.6,9
"Dhaka, Bangladesh",2025-04-17,84.3,72.4,76.1,79.6,0.339,11.4,69.3,7
"Dhaka, Bangladesh",2025-04-18,90.2,73.3,80.3,68.9,1.317,11.4,76.9,7
"Dhaka, Bangladesh",2025-04-19,89.7,73.5,80.8,70.8,0.501,11.4,76.2,7
"Dhaka, Bangladesh",2025-04-20,93.1,77.1,84.2,68.3,0.136,10.3,70.3,8
"Dhaka, Bangladesh",2025-04-21,88.5,76.3,82.7,73.8,0.627,10.9,89.3,7
"Dhaka, Bangladesh",2025-04-22,94.7,78.9,85.8,68.3,0.06,13.9,86,6
"Dhaka, Bangladesh",2025-04-23,95.5,80.7,87,65.2,0.02,16.1,75.3,8
"Dhaka, Bangladesh",2025-04-24,95.1,82.5,87.3,65.9,0.024,16.1,76.7,8
"Dhaka, Bangladesh",2025-04-25,93.3,82.5,87.3,62.6,0.024,15,73.8,8
"Dhaka, Bangladesh",2025-04-26,95.5,82.5,87.7,63.8,0.004,13.9,79.9,8
"Dhaka, Bangladesh",2025-04-27,93.8,80.7,86.6,63.1,0.008,16.1,74.2,7
"Dhaka, Bangladesh",2025-04-28,86.6,73.5,79,73.7,1,17.2,89,6
"Dhaka, Bangladesh",2025-04-29,89.1,71.7,79.8,66.3,1.217,9.2,79.7,9
"Dhaka, Bangladesh",2025-04-30,89.5,75.3,81.7,67.4,0.032,4.7,82.7,9
"Dhaka, Bangladesh",2025-05-01,91.3,76.5,80.7,67.9,0.056,17.2,61.8,9
"Dhaka, Bangladesh",2025-05-02,91.8,73.5,82,62.9,0.072,9.2,61.7,9
"Dhaka, Bangladesh",2025-05-03,87.9,75.3,81.8,65.2,0.044,13.9,52.8,9
"Dhaka, Bangladesh",2025-05-04,87.9,77.1,82.4,70.4,0.241,6.9,78.8,9
"Dhaka, Bangladesh",2025-05-05,91.5,77.1,84.8,65.6,0.036,8.1,46.6,8
"Dhaka, Bangladesh",2025-05-06,92.9,78.9,82.7,69.8,0.205,16.1,62.4,9
"Dhaka, Bangladesh",2025-05-07,95.1,76.9,85.5,63.4,0.067,9.2,53.9,9
"Dhaka, Bangladesh",2025-05-08,98.5,82.5,88.5,57.4,0.008,13.9,60,9
"Dhaka, Bangladesh",2025-05-09,101.5,81.9,90.4,54.3,0,9.2,57.6,9
"Dhaka, Bangladesh",2025-05-10,102.8,82.5,90.3,54.3,0.044,9.2,40,9
"Dhaka, Bangladesh",2025-05-11,103,78.9,90.3,60.7,0.107,12.8,40.1,9
"Dhaka, Bangladesh",2025-05-12,84.4,77.1,80.1,77.3,0,12.8,84.2,9
"Dhaka, Bangladesh",2025-05-13,95.8,78.9,87,70,0.127,11.4,65.5,8
"Dhaka, Bangladesh",2025-05-14,95.1,80.3,85.3,75.7,0.012,13.9,70.8,9
"Dhaka, Bangladesh",2025-05-15,88,80.7,83,80,0.221,13.9,81.2,8
"Dhaka, Bangladesh",2025-05-16,95.1,75.3,85.9,72.1,0.084,18.3,74.8,8
"Dhaka, Bangladesh",2025-05-17,93.2,75.3,81.7,72.5,0.15,13.9,81.3,8
"Dhaka, Bangladesh",2025-05-18,90.2,75.3,82.5,76.1,0.182,9.2,80.6,8
"Dhaka, Bangladesh",2025-05-19,92,78.9,82.3,82,0.477,16.1,89.8,6
"Dhaka, Bangladesh",2025-05-20,92.9,75.3,81.6,84.3,1.084,16.1,86.2,6
"Dhaka, Bangladesh",2025-05-21,93.3,75.7,81.6,81.6,0.244,10.3,89.1,8
"Dhaka, Bangladesh",2025-05-22,87.9,78.4,82.3,83.7,0.126,9.2,77.7,7
"Dhaka, Bangladesh",2025-05-23,89.7,78.9,83.4,80.8,0.04,8.1,72.2,6
"Dhaka, Bangladesh",2025-05-24,90.5,80.7,84.6,75.9,0.593,13.9,86.4,7
"Dhaka, Bangladesh",2025-05-25,89.7,82.5,85.4,75.9,0.116,10.3,86.4,5
"Dhaka, Bangladesh",2025-05-26,92,78.9,83.3,80.9,0.955,9.2,84.4,7
"Dhaka, Bangladesh",2025-05-27,95.4,78.3,86.1,71.9,0.092,8.6,57.5,8
"Dhaka, Bangladesh",2025-05-28,92,80.7,85.3,75.8,0.268,15,80.5,5
"Dhaka, Bangladesh",2025-05-29,82.5,78.4,79.7,90.9,3.661,16.1,93.6,2
"Dhaka, Bangladesh",2025-05-30,82.5,78.9,80,92.3,1.941,17.2,95.7,3
"Dhaka, Bangladesh",2025-05-31,92.5,78.9,83.4,87.1,0.951,12.1,88.5,7
"Dhaka, Bangladesh",2025-06-01,87.9,78.9,81.9,88.9,1.868,12.6,91.6,5
"Dhaka, Bangladesh",2025-06-02,86.8,77.9,81.3,84.7,0.451,10.4,88.8,5
"Dhaka, Bangladesh",2025-06-03,90,75.3,81.1,84.3,0.079,12.6,87.8,9
"Dhaka, Bangladesh",2025-06-04,85.7,75.3,80.6,84.3,2.403,12.1,89.6,5
"Dhaka, Bangladesh",2025-06-05,87.9,78.9,82,85,0.894,10.3,84.6,7
"Dhaka, Bangladesh",2025-06-06,92,78.9,83.1,80.6,0.381,11,62.5,6
"Dhaka, Bangladesh",2025-06-07,88.9,77.1,82.5,85.2,0.016,12.6,67.7,8
"Dhaka, Bangladesh",2025-06-08,95.2,79.6,86.4,75.6,0.008,5.8,56.4,9
"Dhaka, Bangladesh",2025-06-09,94,80.7,86.9,76.7,0.008,6.9,70.9,8
"Dhaka, Bangladesh",2025-06-10,95.1,78.9,87.8,75.2,0.095,11,74.8,9
"Dhaka, Bangladesh",2025-06-11,95.6,78.9,86.8,76.7,0.475,8.6,73.4,10
"Dhaka, Bangladesh",2025-06-12,93.8,81.6,87.9,73.8,0.004,6.9,66.4,8
"Dhaka, Bangladesh",2025-06-13,94.7,83.4,88.7,73.5,0.004,6.9,67.5,8
"Dhaka, Bangladesh",2025-06-14,90.7,84.3,86.4,79,0.095,8.6,83.3,7
"Dhaka, Bangladesh",2025-06-15,91.2,82.5,85.9,81.5,0.366,9.7,80.1,5
"Dhaka, Bangladesh",2025-06-16,91.2,80.7,85.1,80.4,1.664,11.4,86.9,6
"Dhaka, Bangladesh",2025-06-17,84.3,79.7,81.3,92.6,0.666,13.9,93.5,3
"Dhaka, Bangladesh",2025-06-18,86.1,79.8,82,89.7,0.701,12.1,92.1,3
"Dhaka, Bangladesh",2025-06-19,86,80.7,83.4,79.3,0.404,15,90.5,6
"Dhaka, Bangladesh",2025-06-20,88.7,80.7,82.5,87.7,0.195,11.4,92.9,5
"Dhaka, Bangladesh",2025-06-21,93.4,80.7,85.3,83.1,0.08,12.1,88.1,6
"Dhaka, Bangladesh",2025-06-22,91.5,80.7,85.5,81.7,0.403,12.1,82.4,7
"Dhaka, Bangladesh",2025-06-23,91.1,81.5,85,79.8,0.166,11.4,70.3,6
"Dhaka, Bangladesh",2025-06-24,91.5,81.6,85.7,76.4,0.367,13.3,79.4,7
"Dhaka, Bangladesh",2025-06-25,91.5,82.5,85.7,77.5,0.348,15.5,88.7,6
"Dhaka, Bangladesh",2025-06-26,90.7,82.5,84.9,79.2,0.351,13.3,71.8,8
"Dhaka, Bangladesh",2025-06-27,89.8,81.6,84.6,81.3,0.23,12.1,73.3,7
"Dhaka, Bangladesh",2025-06-28,89.3,80.7,84.5,82.1,0.156,13.3,83.7,6
"Dhaka, Bangladesh",2025-06-29,89.1,80.7,84.3,80.7,0.154,12.1,84.2,8
"Dhaka, Bangladesh",2025-06-30,89.7,80.7,85,79.1,0.772,15,88.1,6
"Dhaka, Bangladesh",2025-07-01,91.7,81.6,85.4,79.5,0.139,13.3,81.9,7
"Dhaka, Bangladesh",2025-07-02,87.5,80.6,83.3,85.4,0.14,14.6,86.5,5
"Dhaka, Bangladesh",2025-07-03,86.7,79.5,82.9,85.4,0.608,13.8,90.5,6
"Dhaka, Bangladesh",2025-07-04,88.1,78.8,82.6,86.4,1.465,13.1,91.9,5
"Dhaka, Bangladesh",2025-07-05,89.7,79.3,83.7,84,0.427,11.4,86.8,6
"Dhaka, Bangladesh",2025-07-06,88.5,78.8,83.1,83.8,0.451,14.6,89.3,7
"Dhaka, Bangladesh",2025-07-07,83.3,78.8,81.1,87.1,0.337,13.9,90.6,4
"Dhaka, Bangladesh",2025-07-08,81.1,78.4,79.4,93.8,2.757,11.4,96.6,2
"Dhaka, Bangladesh",2025-07-09,80,77,78.4,94.6,2.55,14.6,99.4,3
"Dhaka, Bangladesh",2025-07-10,82.5,78.4,80.1,93.3,1.144,9.9,96.7,4
"Dhaka, Bangladesh",2025-07-11,89.7,77,83.5,83.9,0.212,11.5,74.2,8
"Dhaka, Bangladesh",2025-07-12,94.7,80.6,87.1,79.2,0.064,17.2,75.3,8
"Dhaka, Bangladesh",2025-07-13,92.6,79.5,84.6,83.8,0.623,9.8,89.4,7
"Dhaka, Bangladesh",2025-07-14,84.2,79.5,81.3,88.8,0.486,15,91.2,3
"Dhaka, Bangladesh",2025-07-15,86.7,78.2,80.6,91.1,0.586,13.3,90.5,6
"Dhaka, Bangladesh",2025-07-16,89.8,78.8,82.8,88.1,0.269,10.3,88.3,6
"Dhaka, Bangladesh",2025-07-17,84.9,80.2,82.2,93.1,0.379,5.8,90.3,4
"Dhaka, Bangladesh",2025-07-18,92.9,80.6,85.2,81.7,0.1,6.6,87.7,9
"Dhaka, Bangladesh",2025-07-19,93.5,82.4,86.4,79.9,0.028,7.7,84.1,7
"Dhaka, Bangladesh",2025-07-20,88.4,82.4,84.6,84.3,0.196,5.8,81.7,5
"Dhaka, Bangladesh",2025-07-21,94.4,82.4,86.2,79.9,0.032,8.8,79.1,7
"Dhaka, Bangladesh",2025-07-22,92.8,82,86,83.6,0.292,5.8,84.3,7
"Dhaka, Bangladesh",2025-07-23,95.3,82.4,88.6,78.6,0.71,5.1,78,8
"Dhaka, Bangladesh",2025-07-24,88.4,75.9,83.1,85.3,0.849,17.1,85.6,7
"Dhaka, Bangladesh",2025-07-25,91.6,79.4,84.1,81.3,0.142,25.7,83.7,6
"Dhaka, Bangladesh",2025-07-26,89,80.6,84.1,84.7,0.112,13.9,91.1,5
"Dhaka, Bangladesh",2025-07-27,91.4,80.6,84.2,88,0.391,8.5,93.2,5
"Dhaka, Bangladesh",2025-07-28,86,78.8,81.3,91.5,0.826,8.1,92.6,4
"Dhaka, Bangladesh",2025-07-29,88,80.2,82.3,85.9,0.666,11.5,90,7
"Dhaka, Bangladesh",2025-07-30,89.1,80.2,83.9,83.1,0.209,13.5,88.1,5
"Dhaka, Bangladesh",2025-07-31,86.5,79.5,81.3,90.4,0.809,13.1,90.2,3
"Dhaka, Bangladesh",2025-08-01,84.9,80.6,81.7,91.8,0.498,7.7,91.5,5
"Dhaka, Bangladesh",2025-08-02,91.4,82,85.3,84.7,0.443,11.9,90.4,5
"Dhaka, Bangladesh",2025-08-03,90.6,81.3,84.5,85,0.543,11.1,89,5
"Dhaka, Bangladesh",2025-08-04,87.8,77.7,82.4,90.3,0.671,7.3,91.5,5
"Dhaka, Bangladesh",2025-08-05,88.1,77.6,81.2,89.7,1.621,21.3,93,5
"Dhaka, Bangladesh",2025-08-06,89.2,80.2,83.7,85.2,0.427,6.9,89,4
"Dhaka, Bangladesh",2025-08-07,87.5,80.6,82.7,87.4,0.537,6.6,91,5
"Dhaka, Bangladesh",2025-08-08,82.6,78.8,80.6,89,0.633,9.2,91.5,3
"Dhaka, Bangladesh",2025-08-09,90.8,78.8,82.7,85.7,1.148,9.6,92.4,5
"Dhaka, Bangladesh",2025-08-10,91.7,80,85.3,78.9,0.134,9.2,81,7
"Dhaka, Bangladesh",2025-08-11,94.3,80.6,86.8,76.4,0.024,8.8,60.4,7
"Dhaka, Bangladesh",2025-08-12,91.4,82.4,86.6,76,0.084,8,72,8
"Dhaka, Bangladesh",2025-08-13,85.1,80.6,82.4,87.1,0.679,11.5,92.1,5
"Dhaka, Bangladesh",2025-08-14,86.2,79.9,83,86.9,0.56,7.7,86,4
"Dhaka, Bangladesh",2025-08-15,92.9,78.8,85.3,79.3,0.04,6.5,74.6,8
"Dhaka, Bangladesh",2025-08-16,91.9,80.6,85.5,82,0.146,6.2,77.7,8
"Dhaka, Bangladesh",2025-08-17,91.6,77.6,85.1,83.7,0.41,7.7,81.3,6
"Dhaka, Bangladesh",2025-08-18,93.9,80.6,86.4,74.7,0.26,12.8,72.4,8
"Dhaka, Bangladesh",2025-08-19,87.8,78.8,83.2,82.7,0.209,13.5,82.7,7
"Dhaka, Bangladesh",2025-08-20,86.3,80.2,82.5,85.7,0.384,13.1,90.1,6
"Dhaka, Bangladesh",2025-08-21,87.7,78.8,82.4,87.1,0.342,15.4,87.6,5
"Dhaka, Bangladesh",2025-08-22,86.5,78.4,81.4,88.9,0.518,12.8,90.7,4
"Dhaka, Bangladesh",2025-08-23,84.2,78.8,81,88.3,0.247,13.5,92.5,5
"Dhaka, Bangladesh",2025-08-24,87.9,78.7,82.8,84.3,0.776,12.3,76.2,5
"Dhaka, Bangladesh",2025-08-25,91.4,78.8,84.5,76.9,0.052,6.9,69.7,7
"Dhaka, Bangladesh",2025-08-26,92.6,80.6,86.1,79.6,0.072,8.1,72.4,9
"Dhaka, Bangladesh",2025-08-27,93.3,81.8,85.8,75.5,0.052,13.9,74.2,8
"Dhaka, Bangladesh",2025-08-28,88.8,80.6,83.8,81.4,0.162,12.8,85.3,5
"Dhaka, Bangladesh",2025-08-29,90.9,80.6,84,82.3,0.099,9.2,82.5,6
"Dhaka, Bangladesh",2025-08-30,87.7,80.5,82.8,86.1,0.154,6.9,77.8,7
"Dhaka, Bangladesh",2025-08-31,87.7,80.5,83.1,87.2,0.32,9.2,83.3,7
"Dhaka, Bangladesh",2025-09-01,96.7,80.5,88,75.2,0.374,9.2,62.8,8
"Dhaka, Bangladesh",2025-09-02,91.3,78.7,85.2,76.5,0.047,13.9,74.8,8
"Dhaka, Bangladesh",2025-09-03,92.2,81.9,86.2,73.2,0.016,16.1,69.3,8
"Dhaka, Bangladesh",2025-09-04,91.4,78.8,84.3,81.4,0.332,10.3,78.9,8
"Dhaka, Bangladesh",2025-09-05,94.3,78.8,86.1,74.6,0.032,11.4,62.5,8
"Dhaka, Bangladesh",2025-09-06,93.9,82.4,87.8,70.8,0.032,11.4,57.5,8
"Dhaka, Bangladesh",2025-09-07,90.9,80.6,84,80.1,0.273,6.9,78.1,6
"Dhaka, Bangladesh",2025-09-08,91.6,80.6,84.6,82.2,0.032,5.8,74,7
"Dhaka, Bangladesh",2025-09-09,91.5,82.2,85.1,82.4,0.032,5.8,67.5,7
"Dhaka, Bangladesh",2025-09-10,93.8,82.4,86.9,77.5,0.02,8.1,68.1,8
"Dhaka, Bangladesh",2025-09-11,89.1,78.8,83,86.3,0.209,8.1,79,7
"Dhaka, Bangladesh",2025-09-12,87.8,80.6,83,87.2,0.251,6.9,82.2,5
"Dhaka, Bangladesh",2025-09-13,87.3,78.8,82.2,89.1,0.13,9.2,88.1,6
"Dhaka, Bangladesh",2025-09-14,82.5,77,79.9,93.3,0.876,5.8,89,3
"Dhaka, Bangladesh",2025-09-15,88,78.6,81.1,90.5,0.544,8.1,86.2,4
"Dhaka, Bangladesh",2025-09-16,83.2,78.8,80.7,88.9,0.522,6.9,87,4
"Dhaka, Bangladesh",2025-09-17,89.2,78.8,83.3,81.6,0.527,9.2,88.7,7
"Dhaka, Bangladesh",2025-09-18,87.8,80.2,83.7,85.3,0.107,5.8,84,5
"Dhaka, Bangladesh",2025-09-19,89.8,80.6,84.9,83.6,0.134,8.1,83.6,7
"Dhaka, Bangladesh",2025-09-20,91.4,82.4,84.8,87.4,0.391,6.9,89.2,7
"Dhaka, Bangladesh",2025-09-21,91.6,80.6,84.9,83.3,0.331,6.9,87.2,8
"Dhaka, Bangladesh",2025-09-22,86.2,75.2,80.6,88.1,0.304,18.3,89.6,7
"Dhaka, Bangladesh",2025-09-23,91.4,78.8,83.9,80.8,0.036,9.2,68.9,6
"Dhaka, Bangladesh",2025-09-24,91.8,80.2,84.7,81.5,0.229,11.4,64.8,7
"Dhaka, Bangladesh",2025-09-25,97.8,80.2,86.3,81.7,0.048,4.7,75.7,7
"Dhaka, Bangladesh",2025-09-26,92.7,80.1,86.1,77.5,0.079,11.4,80.5,7
"Dhaka, Bangladesh",2025-09-27,92,81.6,84.7,80.4,0.193,8.1,72.6,8
"Dhaka, Bangladesh",2025-09-28,89.1,77,83.6,83.9,0.104,11.4,70.7,5
"Dhaka, Bangladesh",2025-09-29,91.4,80.6,85.7,81.8,0.119,6.9,59.5,7
"Dhaka, Bangladesh",2025-09-30,95,79.8,86.1,80.9,0.473,9.6,60.8,8
"Dhaka, Bangladesh",2025-10-01,85.5,76.4,80.5,87.4,1.097,17.2,79.3,4
"Dhaka, Bangladesh",2025-10-02,82.4,77.3,80,88.6,0.909,15,87.6,2
"Dhaka, Bangladesh",2025-10-03,87.8,77,80.1,90.2,0.197,9.2,88.6,7
"Dhaka, Bangladesh",2025-10-04,89.6,78.8,83.2,83.7,0.214,11.4,71.2,8
"Dhaka, Bangladesh",2025-10-05,89,76.6,82.5,85.4,0.225,13.9,78.3,6
"Dhaka, Bangladesh",2025-10-06,87.4,77,81.1,85.1,0.485,6.9,86.5,5
"Dhaka, Bangladesh",2025-10-07,86,78.8,80.9,88,0.383,4.7,85.4,6
"Dhaka, Bangladesh",2025-10-08,86.5,77,81.5,85.1,0.376,11.4,86.3,7
"Dhaka, Bangladesh",2025-10-09,86,78.6,80.9,88.8,0.235,5.8,88.1,6
